file_name,page_number,num_images,image_name
инструкция_8DJH,187.0,4,page_187_image_2.png
инструкция_8DJH,45.0,3,page_45_image_3.jpeg
инструкция_8DJH,183.0,1,page_183_image_1.jpeg
инструкция_8DJH,178.0,3,page_178_image_1.jpeg
инструкция_8DJH,2.0,0,
инструкция_8DJH,3.0,0,
инструкция_8DJH,4.0,0,
инструкция_8DJH,5.0,0,
инструкция_8DJH,6.0,0,
инструкция_8DJH,7.0,0,
инструкция_8DJH,8.0,0,
инструкция_8DJH,9.0,0,
инструкция_8DJH,136.0,0,
инструкция_8DJH,11.0,0,
инструкция_8DJH,179.0,0,
инструкция_8DJH,13.0,0,
инструкция_8DJH,181.0,0,
инструкция_8DJH,16.0,0,
инструкция_8DJH,146.0,0,
инструкция_8DJH,19.0,0,
инструкция_8DJH,182.0,0,
инструкция_8DJH,21.0,0,
инструкция_8DJH,22.0,0,
инструкция_8DJH,24.0,0,
инструкция_8DJH,25.0,0,
инструкция_8DJH,156.0,0,
инструкция_8DJH,35.0,0,
инструкция_8DJH,40.0,0,
инструкция_8DJH,42.0,0,
инструкция_8DJH,44.0,0,
инструкция_8DJH,48.0,0,
инструкция_8DJH,49.0,0,
инструкция_8DJH,50.0,0,
инструкция_8DJH,51.0,0,
инструкция_8DJH,52.0,0,
инструкция_8DJH,53.0,0,
инструкция_8DJH,54.0,0,
инструкция_8DJH,55.0,0,
инструкция_8DJH,56.0,0,
инструкция_8DJH,57.0,0,
инструкция_8DJH,58.0,0,
инструкция_8DJH,59.0,0,
инструкция_8DJH,60.0,0,
инструкция_8DJH,180.0,0,
инструкция_8DJH,62.0,0,
инструкция_8DJH,63.0,0,
инструкция_8DJH,64.0,0,
инструкция_8DJH,65.0,0,
инструкция_8DJH,66.0,0,
инструкция_8DJH,67.0,0,
инструкция_8DJH,68.0,0,
инструкция_8DJH,70.0,0,
инструкция_8DJH,71.0,0,
инструкция_8DJH,72.0,0,
инструкция_8DJH,73.0,0,
инструкция_8DJH,79.0,0,
инструкция_8DJH,80.0,0,
